"{""png_width"":92344, ""png_height"":72764, ""png_w"":450, ""png_h"":360, ""patch_w"":202.593192869, ""patch_h"":202.593192869}"
i,j,TIL,cancer,tissue
286,15,2,0,255
286,16,9,0,255
286,17,7,0,255
286,18,6,0,255
286,19,6,0,255
286,20,7,4,255
286,21,7,24,255
286,22,6,16,255
286,23,7,8,255
286,24,14,14,255
286,25,14,16,255
286,26,14,10,255
286,27,10,18,255
286,28,8,38,255
286,29,9,21,255
286,30,9,10,255
286,31,7,1,255
286,32,7,1,255
286,33,8,6,255
286,34,8,9,255
286,35,11,14,255
286,36,16,30,255
286,37,114,38,255
286,38,169,49,255
286,39,78,56,255
286,40,55,92,255
286,41,66,102,255
286,42,51,115,255
286,43,51,111,255
286,44,28,110,255
286,45,11,97,255
286,46,15,94,255
286,47,18,83,255
286,48,12,85,255
286,49,15,87,255
286,50,15,103,255
286,51,16,107,255
286,52,13,224,255
286,53,33,217,255
286,54,114,201,255
286,55,135,180,255
286,56,47,168,255
286,57,54,142,255
286,58,24,149,255
286,59,70,222,255
286,60,41,213,255
286,61,21,202,255
286,62,27,218,255
286,63,23,225,255
286,64,19,207,255
286,65,16,206,255
286,66,15,201,255
286,67,17,199,255
286,68,18,198,255
286,69,21,208,255
286,70,27,211,255
286,71,17,241,255
286,72,18,243,255
286,73,15,247,255
286,74,32,247,255
286,75,16,246,255
286,76,14,216,255
286,77,14,212,255
286,78,18,193,255
286,79,21,199,255
286,80,19,209,255
286,81,27,215,255
286,82,43,218,255
286,83,36,203,255
286,84,18,199,255
286,85,25,172,255
286,86,19,186,255
286,87,16,203,255
286,88,16,133,255
286,89,15,113,255
286,90,14,102,255
286,91,13,106,255
286,92,15,122,255
286,93,14,102,255
286,94,14,86,255
286,95,13,85,255
286,96,29,86,255
286,97,66,191,255
286,98,53,196,255
286,99,45,208,255
286,100,72,132,255
286,101,64,88,255
286,102,47,73,255
286,103,64,78,255
286,104,29,124,255
286,105,12,154,255
286,106,19,197,255
286,107,22,154,255
286,108,14,138,255
286,109,14,226,255
286,110,16,227,255
286,111,16,234,255
286,112,14,224,255
286,113,16,215,255
286,114,16,218,255
286,115,28,219,255
286,116,32,201,255
286,117,43,204,255
286,118,119,213,255
286,119,188,159,255
286,120,99,121,255
286,121,65,161,255
286,122,79,162,255
286,123,45,91,255
286,124,21,103,255
286,125,18,124,255
286,126,21,155,255
286,127,20,170,255
286,128,19,139,255
286,129,23,143,255
286,130,30,167,255
286,131,25,155,255
286,132,17,142,255
286,133,32,125,255
286,134,27,120,255
286,135,88,116,255
286,136,35,99,255
286,137,34,41,255
286,138,57,75,255
286,139,47,104,255
286,140,92,56,255
286,141,36,49,255
286,142,23,121,255
286,143,71,147,255
286,144,73,202,255
286,145,42,208,255
286,146,38,212,255
286,147,39,106,255
286,148,21,97,255
286,149,44,73,255
286,150,14,106,255
286,151,90,154,255
286,152,21,157,255
286,153,18,159,255
286,154,24,189,255
286,155,35,176,255
286,156,23,122,255
286,157,22,126,255
286,158,33,131,255
286,159,39,203,255
286,160,19,220,255
286,161,26,212,255
286,162,38,214,255
286,163,46,221,255
286,164,59,200,255
286,165,20,187,255
286,166,26,197,255
286,167,23,198,255
286,168,15,184,255
286,169,17,196,255
286,170,19,218,255
286,171,19,190,255
286,172,28,177,255
286,173,35,137,255
286,174,65,139,255
286,175,61,155,255
286,176,60,171,255
286,177,65,190,255
286,178,37,194,255
286,179,46,196,255
286,180,46,149,255
286,181,25,141,255
286,182,30,115,255
286,183,26,133,255
286,184,18,148,255
286,185,33,203,255
286,186,63,212,255
286,187,49,154,255
286,188,28,156,255
286,189,24,162,255
286,190,18,170,255
286,191,20,176,255
286,192,23,226,255
286,193,26,222,255
286,194,31,164,255
286,195,38,172,255
286,196,28,183,255
286,197,33,198,255
286,198,36,204,255
286,199,41,204,255
286,200,94,205,255
286,201,124,211,255
286,202,87,209,255
286,203,68,207,255
286,204,125,189,255
286,205,77,185,255
286,206,74,214,255
286,207,44,207,255
286,208,20,192,255
286,209,17,184,255
286,210,28,180,255
286,211,26,148,255
286,212,24,146,255
286,213,21,162,255
286,214,21,133,255
286,215,17,82,255
286,216,15,141,255
286,217,18,169,255
286,218,17,93,255
286,219,14,97,255
286,220,16,125,255
286,221,20,116,255
286,222,21,107,255
286,223,16,188,255
286,224,20,213,255
286,225,28,162,255
286,226,26,161,255
286,227,51,158,255
286,228,66,177,255
286,229,18,193,255
286,230,52,180,255
286,231,18,177,255
286,232,41,129,255
286,233,54,158,255
286,234,39,219,255
286,235,47,191,255
286,236,42,175,255
286,237,33,145,255
286,238,21,144,255
286,239,33,146,255
286,240,20,155,255
286,241,20,170,255
286,242,48,162,255
286,243,68,159,255
286,244,53,133,255
286,245,93,131,255
286,246,88,126,255
286,247,81,124,255
286,248,77,121,255
286,249,50,103,255
286,250,96,99,255
286,251,112,127,255
286,252,57,142,255
286,253,66,181,255
286,254,66,195,255
286,255,79,205,255
286,256,82,223,255
286,257,83,226,255
286,258,99,227,255
286,259,117,220,255
286,260,80,208,255
286,261,36,146,255
286,262,77,117,255
286,263,57,18,255
286,264,5,14,255
286,265,1,0,117
286,266,1,0,0
286,270,3,0,0
286,271,2,0,0
287,14,0,0,49
287,15,1,0,255
287,16,7,0,255
287,17,7,0,255
287,18,7,0,255
287,19,7,0,255
287,20,6,5,255
287,21,6,26,255
287,22,11,17,255
287,23,22,9,255
287,24,26,14,255
287,25,17,15,255
287,26,16,4,255
287,27,15,15,255
287,28,11,44,255
287,29,6,26,255
287,30,7,13,255
287,31,8,1,255
287,32,9,0,255
287,33,9,1,255
287,34,10,6,255
287,35,14,16,255
287,36,23,26,255
287,37,59,31,255
287,38,78,58,255
287,39,55,62,255
287,40,103,86,255
287,41,89,104,255
287,42,78,126,255
287,43,80,124,255
287,44,35,124,255
287,45,16,94,255
287,46,24,87,255
287,47,34,63,255
287,48,17,52,255
287,49,12,42,255
287,50,23,60,255
287,51,46,65,255
287,52,27,232,255
287,53,61,218,255
287,54,108,188,255
287,55,91,167,255
287,56,64,155,255
287,57,80,146,255
287,58,30,154,255
287,59,26,226,255
287,60,28,215,255
287,61,21,199,255
287,62,18,216,255
287,63,16,222,255
287,64,16,212,255
287,65,20,210,255
287,66,17,204,255
287,67,20,203,255
287,68,23,203,255
287,69,29,215,255
287,70,22,218,255
287,71,26,250,255
287,72,15,251,255
287,73,22,254,255
287,74,20,251,255
287,75,15,249,255
287,76,13,219,255
287,77,18,215,255
287,78,16,201,255
287,79,16,211,255
287,80,14,229,255
287,81,55,221,255
287,82,43,218,255
287,83,30,200,255
287,84,15,194,255
287,85,15,162,255
287,86,24,181,255
287,87,17,205,255
287,88,19,122,255
287,89,27,97,255
287,90,16,102,255
287,91,14,112,255
287,92,14,146,255
287,93,14,107,255
287,94,15,74,255
287,95,16,93,255
287,96,16,97,255
287,97,23,203,255
287,98,28,205,255
287,99,19,209,255
287,100,21,123,255
287,101,34,73,255
287,102,37,42,255
287,103,25,48,255
287,104,13,124,255
287,105,13,158,255
287,106,13,208,255
287,107,15,182,255
287,108,14,172,255
287,109,14,232,255
287,110,18,233,255
287,111,18,239,255
287,112,18,225,255
287,113,18,211,255
287,114,17,212,255
287,115,41,212,255
287,116,56,198,255
287,117,47,200,255
287,118,30,207,255
287,119,43,140,255
287,120,45,93,255
287,121,62,172,255
287,122,95,175,255
287,123,86,85,255
287,124,35,100,255
287,125,25,127,255
287,126,27,146,255
287,127,31,155,255
287,128,24,120,255
287,129,17,124,255
287,130,27,146,255
287,131,32,133,255
287,132,26,117,255
287,133,68,105,255
287,134,53,102,255
287,135,28,112,255
287,136,18,94,255
287,137,51,35,255
287,138,47,71,255
287,139,27,101,255
287,140,18,52,255
287,141,15,45,255
287,142,18,138,255
287,143,35,167,255
287,144,26,228,255
287,145,31,213,255
287,146,41,205,255
287,147,22,61,255
287,148,23,51,255
287,149,26,34,255
287,150,17,92,255
287,151,21,175,255
287,152,22,170,255
287,153,25,168,255
287,154,17,186,255
287,155,25,172,255
287,156,18,114,255
287,157,27,119,255
287,158,43,125,255
287,159,66,208,255
287,160,28,228,255
287,161,26,213,255
287,162,43,216,255
287,163,62,225,255
287,164,25,205,255
287,165,18,191,255
287,166,25,195,255
287,167,51,196,255
287,168,22,194,255
287,169,29,203,255
287,170,24,220,255
287,171,32,202,255
287,172,51,194,255
287,173,34,139,255
287,174,52,142,255
287,175,45,168,255
287,176,64,177,255
287,177,67,188,255
287,178,59,202,255
287,179,70,207,255
287,180,39,161,255
287,181,39,145,255
287,182,34,95,255
287,183,21,113,255
287,184,15,128,255
287,185,20,199,255
287,186,35,210,255
287,187,38,138,255
287,188,36,142,255
287,189,35,152,255
287,190,26,180,255
287,191,24,196,255
287,192,31,240,255
287,193,28,234,255
287,194,37,159,255
287,195,68,177,255
287,196,51,204,255
287,197,45,220,255
287,198,45,226,255
287,199,25,207,255
287,200,39,210,255
287,201,111,225,255
287,202,134,229,255
287,203,78,233,255
287,204,75,190,255
287,205,35,180,255
287,206,52,224,255
287,207,28,216,255
287,208,14,197,255
287,209,14,187,255
287,210,53,180,255
287,211,32,157,255
287,212,27,154,255
287,213,25,137,255
287,214,25,106,255
287,215,23,53,255
287,216,17,148,255
287,217,25,193,255
287,218,25,71,255
287,219,15,76,255
287,220,23,116,255
287,221,22,115,255
287,222,39,113,255
287,223,19,190,255
287,224,29,214,255
287,225,24,156,255
287,226,41,151,255
287,227,28,134,255
287,228,69,163,255
287,229,25,187,255
287,230,36,196,255
287,231,19,197,255
287,232,37,126,255
287,233,71,159,255
287,234,18,230,255
287,235,38,192,255
287,236,65,170,255
287,237,26,123,255
287,238,24,123,255
287,239,27,148,255
287,240,30,161,255
287,241,42,180,255
287,242,51,165,255
287,243,46,159,255
287,244,96,131,255
287,245,136,129,255
287,246,145,121,255
287,247,123,116,255
287,248,105,112,255
287,249,68,97,255
287,250,60,93,255
287,251,83,126,255
287,252,65,149,255
287,253,50,209,255
287,254,56,213,255
287,255,70,216,255
287,256,64,235,255
287,257,93,236,255
287,258,119,221,255
287,259,101,217,255
287,260,53,211,255
287,261,53,126,255
287,262,110,86,255
287,263,72,1,255
287,264,4,0,255
287,265,4,0,117
287,266,3,0,0
288,14,0,0,49
288,15,2,13,255
288,16,8,32,255
288,17,6,11,255
288,18,6,3,255
288,19,7,2,255
288,20,9,3,255
288,21,10,8,255
288,22,15,7,255
288,23,20,6,255
288,24,20,20,255
288,25,28,23,255
288,26,18,3,255
288,27,13,7,255
288,28,12,17,255
288,29,5,14,255
288,30,4,13,255
288,31,8,10,255
288,32,9,10,255
288,33,9,3,255
288,34,8,3,255
288,35,8,4,255
288,36,14,21,255
288,37,33,29,255
288,38,49,32,255
288,39,47,34,255
288,40,39,47,255
288,41,61,69,255
288,42,58,95,255
288,43,40,120,255
288,44,41,128,255
288,45,36,142,255
288,46,48,137,255
288,47,38,123,255
288,48,20,151,255
288,49,29,175,255
288,50,42,121,255
288,51,69,112,255
288,52,40,88,255
288,53,39,100,255
288,54,165,125,255
288,55,190,120,255
288,56,113,118,255
288,57,41,88,255
288,58,28,91,255
288,59,26,141,255
288,60,18,183,255
288,61,15,244,255
288,62,14,221,255
288,63,14,212,255
288,64,16,248,255
288,65,13,249,255
288,66,20,251,255
288,67,32,252,255
288,68,47,254,255
288,69,44,253,255
288,70,26,253,255
288,71,43,253,255
288,72,17,253,255
288,73,28,252,255
288,74,20,253,255
288,75,17,254,255
288,76,21,252,255
288,77,16,250,255
288,78,21,228,255
288,79,16,222,255
288,80,14,211,255
288,81,15,220,255
288,82,39,224,255
288,83,65,204,255
288,84,20,197,255
288,85,29,155,255
288,86,18,150,255
288,87,14,144,255
288,88,18,133,255
288,89,17,130,255
288,90,21,136,255
288,91,13,121,255
288,92,15,74,255
288,93,14,120,255
288,94,15,159,255
288,95,15,173,255
288,96,15,174,255
288,97,17,133,255
288,98,15,122,255
288,99,16,101,255
288,100,16,131,255
288,101,16,148,255
288,102,17,142,255
288,103,16,140,255
288,104,16,120,255
288,105,16,119,255
288,106,13,118,255
288,107,14,184,255
288,108,15,209,255
288,109,18,231,255
288,110,24,224,255
288,111,26,193,255
288,112,24,202,255
288,113,24,212,255
288,114,26,191,255
288,115,56,186,255
288,116,55,164,255
288,117,28,168,255
288,118,22,178,255
288,119,53,154,255
288,120,47,138,255
288,121,76,139,255
288,122,91,139,255
288,123,79,143,255
288,124,44,141,255
288,125,48,139,255
288,126,40,181,255
288,127,23,201,255
288,128,32,82,255
288,129,22,100,255
288,130,39,214,255
288,131,50,180,255
288,132,60,140,255
288,133,30,98,255
288,134,18,85,255
288,135,20,151,255
288,136,18,152,255
288,137,21,154,255
288,138,41,164,255
288,139,24,173,255
288,140,16,94,255
288,141,13,81,255
288,142,37,111,255
288,143,39,101,255
288,144,17,79,255
288,145,26,113,255
288,146,43,133,255
288,147,21,42,255
288,148,26,52,255
288,149,17,188,255
288,150,26,190,255
288,151,21,194,255
288,152,31,173,255
288,153,25,165,255
288,154,13,218,255
288,155,20,204,255
288,156,22,147,255
288,157,17,185,255
288,158,17,223,255
288,159,25,201,255
288,160,25,196,255
288,161,27,191,255
288,162,75,187,255
288,163,71,179,255
288,164,28,185,255
288,165,28,190,255
288,166,18,167,255
288,167,29,166,255
288,168,14,176,255
288,169,18,186,255
288,170,27,204,255
288,171,40,191,255
288,172,60,185,255
288,173,67,137,255
288,174,108,124,255
288,175,55,50,255
288,176,32,127,255
288,177,58,220,255
288,178,72,180,255
288,179,61,168,255
288,180,27,200,255
288,181,26,188,255
288,182,40,150,255
288,183,35,123,255
288,184,24,101,255
288,185,28,85,255
288,186,29,84,255
288,187,30,197,255
288,188,28,195,255
288,189,35,190,255
288,190,32,186,255
288,191,17,184,255
288,192,32,231,255
288,193,32,228,255
288,194,52,170,255
288,195,43,182,255
288,196,34,200,255
288,197,32,227,255
288,198,34,238,255
288,199,29,198,255
288,200,36,208,255
288,201,52,251,255
288,202,71,237,255
288,203,40,223,255
288,204,22,216,255
288,205,23,215,255
288,206,16,182,255
288,207,19,165,255
288,208,18,122,255
288,209,16,154,255
288,210,34,177,255
288,211,26,48,255
288,212,27,44,255
288,213,46,223,255
288,214,41,208,255
288,215,25,183,255
288,216,28,91,255
288,217,28,47,255
288,218,41,174,255
288,219,26,174,255
288,220,28,163,255
288,221,18,188,255
288,222,65,219,255
288,223,32,222,255
288,224,24,223,255
288,225,34,176,255
288,226,53,179,255
288,227,26,191,255
288,228,38,202,255
288,229,42,212,255
288,230,34,215,255
288,231,29,216,255
288,232,97,206,255
288,233,29,185,255
288,234,16,141,255
288,235,16,131,255
288,236,19,125,255
288,237,24,183,255
288,238,13,188,255
288,239,12,198,255
288,240,32,182,255
288,241,79,160,255
288,242,52,163,255
288,243,86,165,255
288,244,143,138,255
288,245,60,141,255
288,246,46,153,255
288,247,78,150,255
288,248,78,148,255
288,249,75,155,255
288,250,65,157,255
288,251,83,121,255
288,252,97,138,255
288,253,74,182,255
288,254,50,211,255
288,255,45,231,255
288,256,48,223,255
288,257,69,223,255
288,258,101,241,255
288,259,62,243,255
288,260,45,247,255
288,261,51,138,255
288,262,75,86,255
288,263,55,1,255
288,264,3,0,255
288,265,0,0,117
289,14,0,0,49
289,15,2,13,255
289,16,7,32,255
289,17,6,14,255
289,18,5,8,255
289,19,16,3,255
289,20,31,3,255
289,21,17,8,255
289,22,9,7,255
289,23,9,5,255
289,24,20,16,255
289,25,43,19,255
289,26,35,9,255
289,27,13,11,255
289,28,11,17,255
289,29,13,14,255
289,30,9,13,255
289,31,8,10,255
289,32,7,10,255
289,33,7,7,255
289,34,6,6,255
289,35,6,5,255
289,36,15,18,255
289,37,18,25,255
289,38,28,27,255
289,39,38,30,255
289,40,66,43,255
289,41,108,65,255
289,42,83,93,255
289,43,90,112,255
289,44,61,119,255
289,45,43,131,255
289,46,51,129,255
289,47,55,122,255
289,48,51,148,255
289,49,61,170,255
289,50,72,147,255
289,51,97,142,255
289,52,54,99,255
289,53,76,101,255
289,54,149,104,255
289,55,159,98,255
289,56,54,95,255
289,57,22,96,255
289,58,47,100,255
289,59,55,135,255
289,60,46,180,255
289,61,22,245,255
289,62,21,221,255
289,63,19,212,255
289,64,22,249,255
289,65,11,249,255
289,66,45,251,255
289,67,82,253,255
289,68,56,254,255
289,69,33,243,255
289,70,29,241,255
289,71,20,251,255
289,72,33,251,255
289,73,52,252,255
289,74,29,253,255
289,75,16,254,255
289,76,29,252,255
289,77,16,251,255
289,78,24,234,255
289,79,21,226,255
289,80,16,213,255
289,81,13,221,255
289,82,16,224,255
289,83,18,209,255
289,84,33,203,255
289,85,71,165,255
289,86,20,159,255
289,87,21,152,255
289,88,17,114,255
289,89,13,103,255
289,90,25,148,255
289,91,13,137,255
289,92,15,103,255
289,93,15,129,255
289,94,13,152,255
289,95,14,170,255
289,96,20,173,255
289,97,28,154,255
289,98,19,140,255
289,99,14,112,255
289,100,16,134,255
289,101,15,147,255
289,102,16,125,255
289,103,14,123,255
289,104,14,110,255
289,105,15,119,255
289,106,18,131,255
289,107,23,190,255
289,108,22,214,255
289,109,17,225,255
289,110,25,217,255
289,111,61,182,255
289,112,74,197,255
289,113,68,213,255
289,114,45,179,255
289,115,26,171,255
289,116,43,167,255
289,117,46,168,255
289,118,51,174,255
289,119,81,146,255
289,120,80,128,255
289,121,165,129,255
289,122,144,130,255
289,123,108,133,255
289,124,79,138,255
289,125,33,147,255
289,126,31,189,255
289,127,42,209,255
289,128,35,104,255
289,129,22,119,255
289,130,26,213,255
289,131,18,183,255
289,132,60,148,255
289,133,47,109,255
289,134,22,97,255
289,135,26,149,255
289,136,18,146,255
289,137,51,134,255
289,138,44,143,255
289,139,30,151,255
289,140,19,92,255
289,141,15,83,255
289,142,42,110,255
289,143,43,106,255
289,144,30,99,255
289,145,31,131,255
289,146,18,150,255
289,147,26,76,255
289,148,49,83,255
289,149,26,184,255
289,150,48,185,255
289,151,28,188,255
289,152,12,166,255
289,153,22,158,255
289,154,17,211,255
289,155,28,198,255
289,156,19,147,255
289,157,20,187,255
289,158,14,227,255
289,159,18,209,255
289,160,30,205,255
289,161,28,190,255
289,162,33,188,255
289,163,21,186,255
289,164,36,185,255
289,165,47,184,255
289,166,19,172,255
289,167,18,171,255
289,168,20,183,255
289,169,22,188,255
289,170,23,199,255
289,171,30,195,255
289,172,36,194,255
289,173,43,146,255
289,174,35,136,255
289,175,55,79,255
289,176,39,139,255
289,177,40,212,255
289,178,34,164,255
289,179,25,150,255
289,180,28,184,255
289,181,54,179,255
289,182,69,163,255
289,183,52,140,255
289,184,49,122,255
289,185,36,111,255
289,186,27,111,255
289,187,27,207,255
289,188,26,200,255
289,189,43,186,255
289,190,43,185,255
289,191,21,185,255
289,192,25,227,255
289,193,29,225,255
289,194,35,186,255
289,195,45,196,255
289,196,50,211,255
289,197,66,220,255
289,198,85,224,255
289,199,76,196,255
289,200,64,204,255
289,201,36,240,255
289,202,36,220,255
289,203,55,199,255
289,204,36,182,255
289,205,20,178,255
289,206,22,181,255
289,207,21,165,255
289,208,20,125,255
289,209,19,151,255
289,210,17,170,255
289,211,34,59,255
289,212,21,55,255
289,213,21,195,255
289,214,67,185,255
289,215,27,168,255
289,216,18,104,255
289,217,26,73,255
289,218,49,158,255
289,219,37,160,255
289,220,32,162,255
289,221,19,187,255
289,222,18,218,255
289,223,79,212,255
289,224,32,211,255
289,225,27,185,255
289,226,47,189,255
289,227,32,202,255
289,228,51,211,255
289,229,70,218,255
289,230,30,209,255
289,231,42,208,255
289,232,98,189,255
289,233,25,176,255
289,234,21,150,255
289,235,32,150,255
289,236,14,150,255
289,237,18,194,255
289,238,25,196,255
289,239,25,194,255
289,240,68,181,255
289,241,139,163,255
289,242,70,164,255
289,243,107,164,255
289,244,107,154,255
289,245,92,153,255
289,246,71,154,255
289,247,96,161,255
289,248,75,169,255
289,249,70,168,255
289,250,89,169,255
289,251,102,129,255
289,252,90,142,255
289,253,59,176,255
289,254,76,206,255
289,255,50,228,255
289,256,44,229,255
289,257,64,230,255
289,258,116,242,255
289,259,110,240,255
289,260,79,235,255
289,261,82,154,255
289,262,59,115,255
289,263,14,1,255
289,264,0,0,255
289,265,0,0,117
290,14,1,0,49
290,15,6,13,255
290,16,6,31,255
290,17,8,24,255
290,18,7,22,255
290,19,31,4,255
290,20,77,5,255
290,21,11,8,255
290,22,11,5,255
290,23,9,3,255
290,24,55,6,255
290,25,163,7,255
290,26,140,25,255
290,27,59,22,255
290,28,35,15,255
290,29,16,13,255
290,30,15,12,255
290,31,12,10,255
290,32,7,10,255
290,33,5,17,255
290,34,5,13,255
290,35,8,7,255
290,36,10,11,255
290,37,10,13,255
290,38,13,14,255
290,39,35,16,255
290,40,115,30,255
290,41,199,55,255
290,42,174,85,255
290,43,85,90,255
290,44,45,91,255
290,45,71,99,255
290,46,75,103,255
290,47,86,118,255
290,48,55,139,255
290,49,88,156,255
290,50,63,224,255
290,51,35,235,255
290,52,69,133,255
290,53,124,103,255
290,54,152,42,255
290,55,128,30,255
290,56,52,24,255
290,57,20,121,255
290,58,26,126,255
290,59,31,118,255
290,60,102,171,255
290,61,34,247,255
290,62,43,221,255
290,63,26,211,255
290,64,35,253,255
290,65,17,253,255
290,66,47,252,255
290,67,26,253,255
290,68,23,254,255
290,69,51,214,255
290,70,30,205,255
290,71,30,243,255
290,72,55,245,255
290,73,66,251,255
290,74,45,253,255
290,75,25,254,255
290,76,17,253,255
290,77,22,253,255
290,78,48,252,255
290,79,24,240,255
290,80,12,219,255
290,81,19,223,255
290,82,18,225,255
290,83,16,225,255
290,84,18,221,255
290,85,17,195,255
290,86,17,186,255
290,87,28,175,255
290,88,16,56,255
290,89,12,20,255
290,90,13,185,255
290,91,15,186,255
290,92,16,189,255
290,93,15,158,255
290,94,13,132,255
290,95,12,163,255
290,96,12,169,255
290,97,24,218,255
290,98,38,194,255
290,99,14,143,255
290,100,16,143,255
290,101,19,143,255
290,102,23,74,255
290,103,18,71,255
290,104,18,81,255
290,105,19,117,255
290,106,23,169,255
290,107,21,211,255
290,108,13,227,255
290,109,12,206,255
290,110,61,195,255
290,111,157,149,255
290,112,140,181,255
290,113,83,214,255
290,114,67,142,255
290,115,45,126,255
290,116,69,175,255
290,117,75,171,255
290,118,41,160,255
290,119,40,123,255
290,120,111,97,255
290,121,205,100,255
290,122,235,101,255
290,123,217,104,255
290,124,127,128,255
290,125,58,170,255
290,126,41,212,255
290,127,96,232,255
290,128,108,171,255
290,129,52,175,255
290,130,23,208,255
290,131,21,191,255
290,132,18,170,255
290,133,34,142,255
290,134,20,134,255
290,135,24,144,255
290,136,24,127,255
290,137,114,74,255
290,138,57,80,255
290,139,24,85,255
290,140,23,87,255
290,141,17,87,255
290,142,18,106,255
290,143,22,123,255
290,144,88,158,255
290,145,62,184,255
290,146,21,200,255
290,147,50,178,255
290,148,119,176,255
290,149,55,172,255
290,150,85,171,255
290,151,20,169,255
290,152,17,145,255
290,153,31,136,255
290,154,20,188,255
290,155,42,180,255
290,156,15,145,255
290,157,29,192,255
290,158,22,240,255
290,159,18,234,255
290,160,24,232,255
290,161,54,185,255
290,162,38,191,255
290,163,22,206,255
290,164,28,182,255
290,165,20,166,255
290,166,22,187,255
290,167,22,190,255
290,168,21,202,255
290,169,16,195,255
290,170,23,182,255
290,171,40,208,255
290,172,39,221,255
290,173,53,171,255
290,174,33,169,255
290,175,35,166,255
290,176,39,175,255
290,177,20,187,255
290,178,19,116,255
290,179,33,94,255
290,180,38,137,255
290,181,33,152,255
290,182,25,200,255
290,183,20,191,255
290,184,26,183,255
290,185,29,189,255
290,186,31,190,255
290,187,28,236,255
290,188,24,216,255
290,189,12,175,255
290,190,9,183,255
290,191,12,188,255
290,192,25,215,255
290,193,28,218,255
290,194,26,232,255
290,195,28,236,255
290,196,31,242,255
290,197,28,198,255
290,198,41,181,255
290,199,87,189,255
290,200,55,192,255
290,201,26,207,255
290,202,19,167,255
290,203,35,127,255
290,204,43,78,255
290,205,31,67,255
290,206,20,177,255
290,207,23,165,255
290,208,30,135,255
290,209,22,142,255
290,210,18,147,255
290,211,16,92,255
290,212,23,87,255
290,213,26,111,255
290,214,19,115,255
290,215,17,121,255
290,216,28,142,255
290,217,24,152,255
290,218,23,110,255
290,219,15,117,255
290,220,40,159,255
290,221,18,183,255
290,222,14,213,255
290,223,104,182,255
290,224,25,173,255
290,225,21,213,255
290,226,27,218,255
290,227,35,235,255
290,228,26,236,255
290,229,79,237,255
290,230,18,192,255
290,231,27,183,255
290,232,24,137,255
290,233,48,150,255
290,234,27,177,255
290,235,89,207,255
290,236,24,224,255
290,237,23,224,255
290,238,42,220,255
290,239,29,182,255
290,240,57,178,255
290,241,73,173,255
290,242,49,165,255
290,243,56,162,255
290,244,105,200,255
290,245,98,191,255
290,246,94,155,255
290,247,122,192,255
290,248,102,230,255
290,249,72,208,255
290,250,49,203,255
290,251,76,154,255
290,252,98,155,255
290,253,62,158,255
290,254,43,193,255
290,255,49,218,255
290,256,49,248,255
290,257,58,251,255
290,258,74,246,255
290,259,85,229,255
290,260,104,200,255
290,261,155,201,255
290,262,106,202,255
290,263,21,2,255
290,264,0,0,255
290,265,0,0,117
291,10,1,0,0
291,13,0,0,9
291,14,1,0,88
291,15,7,12,255
291,16,6,30,255
291,17,8,21,255
291,18,7,17,255
291,19,7,7,255
291,20,6,7,255
291,21,6,4,255
291,22,10,4,255
291,23,18,4,255
291,24,67,11,255
291,25,158,12,255
291,26,108,14,255
291,27,142,13,255
291,28,133,11,255
291,29,17,14,255
291,30,14,16,255
291,31,12,7,255
291,32,7,6,255
291,33,9,8,255
291,34,9,6,255
291,35,9,4,255
291,36,8,10,255
291,37,8,13,255
291,38,22,6,255
291,39,45,9,255
291,40,85,25,255
291,41,165,45,255
291,42,226,69,255
291,43,152,60,255
291,44,95,57,255
291,45,69,88,255
291,46,69,97,255
291,47,97,126,255
291,48,94,140,255
291,49,85,151,255
291,50,91,193,255
291,51,74,200,255
291,52,67,85,255
291,53,51,78,255
291,54,41,63,255
291,55,51,67,255
291,56,47,69,255
291,57,28,116,255
291,58,28,121,255
291,59,41,139,255
291,60,25,174,255
291,61,30,225,255
291,62,40,229,255
291,63,27,230,255
291,64,52,251,255
291,65,27,250,255
291,66,49,248,255
291,67,58,250,255
291,68,60,252,255
291,69,109,154,255
291,70,99,131,255
291,71,69,245,255
291,72,153,246,255
291,73,105,249,255
291,74,146,251,255
291,75,31,252,255
291,76,25,253,255
291,77,36,253,255
291,78,38,252,255
291,79,15,246,255
291,80,18,235,255
291,81,22,226,255
291,82,17,221,255
291,83,19,216,255
291,84,19,212,255
291,85,27,188,255
291,86,18,175,255
291,87,15,159,255
291,88,13,62,255
291,89,16,32,255
291,90,14,180,255
291,91,17,177,255
291,92,22,170,255
291,93,13,158,255
291,94,13,148,255
291,95,14,173,255
291,96,14,177,255
291,97,13,158,255
291,98,13,162,255
291,99,16,171,255
291,100,24,145,255
291,101,20,130,255
291,102,16,64,255
291,103,21,62,255
291,104,23,71,255
291,105,29,96,255
291,106,24,132,255
291,107,15,141,255
291,108,15,145,255
291,109,17,212,255
291,110,38,202,255
291,111,104,160,255
291,112,136,160,255
291,113,138,161,255
291,114,128,135,255
291,115,69,129,255
291,116,59,154,255
291,117,58,156,255
291,118,66,160,255
291,119,136,119,255
291,120,197,91,255
291,121,228,93,255
291,122,244,95,255
291,123,252,135,255
291,124,254,157,255
291,125,179,195,255
291,126,77,212,255
291,127,56,220,255
291,128,122,166,255
291,129,72,169,255
291,130,36,192,255
291,131,31,188,255
291,132,24,184,255
291,133,20,153,255
291,134,24,144,255
291,135,43,109,255
291,136,32,105,255
291,137,39,93,255
291,138,30,92,255
291,139,35,91,255
